date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-02-05,ORD-106620,EMEA,UAE,F. Haddad,Retab Parse,Platform,217,94.76,15422.19,25,73.7,"Massive GmbH",Enterprise,Partner,refunded
2024-07-22,ORD-106621,LATAM,Chile,D. Walsh,Consensus Add-on,Add-on,227,95.49,21676.23,0,72.2,"Soylent Co",Startup,Self-Serve,pending
2024-06-22,ORD-106622,APAC,India,P. Novak,Enterprise SSO,Add-on,112,47.02,3949.68,25,40.8,"Umbra LLC",Enterprise,Direct,paid
2024-12-03,ORD-106623,North America,Mexico,F. Haddad,Retab Extract,Platform,227,31.75,6486.53,10,74.0,"Vandelay LLC",Strategic,Marketplace,paid
2024-11-05,ORD-106624,North America,United States,N. Costa,Consensus Add-on,Add-on,223,2326.55,389115.49,25,49.7,"Hooli Inc",Enterprise,Partner,paid
2024-04-21,ORD-106625,APAC,Japan,H. Kim,Consensus Add-on,Add-on,132,31.2,3706.56,10,61.9,"Umbra Ltd",Strategic,Partner,paid
2024-10-08,ORD-106626,APAC,South Korea,K. Nakamura,Retab Split,Platform,72,512.62,33217.78,10,58.5,"Wayne LLC",Strategic,Marketplace,paid
2024-01-10,ORD-106627,LATAM,Argentina,T. Andersson,Enterprise SSO,Add-on,96,101.71,7811.33,20,41.0,"Massive Inc",Startup,Marketplace,paid
2024-11-19,ORD-106628,APAC,Australia,K. Nakamura,Priority Support,Services,141,212.92,22516.29,25,57.3,"Stark LLC",Strategic,Marketplace,paid
2024-03-08,ORD-106629,LATAM,Argentina,S. Patel,Consensus Add-on,Add-on,132,530.36,70007.52,0,77.4,"Vandelay GmbH",Strategic,Partner,paid
2024-03-19,ORD-106630,North America,United States,M. Dubois,Audit Logs,Add-on,43,1041.47,35826.57,20,65.8,"Massive GmbH",Startup,Marketplace,paid
2024-09-04,ORD-106631,LATAM,Brazil,E. Santos,Enterprise SSO,Add-on,135,28.08,3222.18,15,61.9,"Initech LLC",Mid-Market,Self-Serve,paid
2024-03-14,ORD-106632,APAC,India,J. Müller,Audit Logs,Add-on,24,192.29,4153.46,10,46.4,"Massive Co",Strategic,Direct,pending
2024-12-04,ORD-106633,LATAM,Argentina,R. Okafor,Enterprise SSO,Add-on,156,50.29,7845.24,0,67.4,"Initech Ltd",Startup,Direct,paid
2024-10-13,ORD-106634,North America,United States,J. Müller,Retab Classify,Platform,218,1001.42,218309.56,0,53.9,"Initech Inc",Mid-Market,Self-Serve,paid
2024-03-11,ORD-106635,APAC,Australia,F. Haddad,Consensus Add-on,Add-on,69,27.57,1902.33,0,45.8,"Globex SA",Strategic,Partner,paid
2024-08-22,ORD-106636,APAC,India,P. Novak,Volume Credits,Usage,34,2576.92,87615.28,0,58.9,"Hooli LLC",Startup,Direct,paid
2024-04-02,ORD-106637,EMEA,Italy,N. Costa,Retab Classify,Platform,197,1063.87,178145.03,15,43.3,"Soylent Co",Mid-Market,Marketplace,paid
2024-05-10,ORD-106638,APAC,South Korea,D. Walsh,Priority Support,Services,156,49.26,5763.42,25,62.3,"Wayne LLC",Strategic,Direct,pending
2024-08-09,ORD-106639,LATAM,Brazil,T. Andersson,Onboarding,Services,136,207.07,23937.29,15,49.7,"Globex Inc",Enterprise,Marketplace,paid
2024-03-26,ORD-106640,LATAM,Chile,D. Walsh,Audit Logs,Add-on,215,101.47,21816.05,0,55.9,"Globex SA",Startup,Direct,paid
2024-12-24,ORD-106641,LATAM,Colombia,S. Patel,Retab Classify,Platform,232,2256.56,523521.92,0,42.9,"Vandelay SA",Startup,Self-Serve,paid
2024-03-16,ORD-106642,EMEA,United Kingdom,L. Rossi,Audit Logs,Add-on,26,46.61,1151.27,5,70.0,"Vandelay SA",Strategic,Marketplace,paid
2024-07-13,ORD-106643,APAC,India,F. Haddad,Retab Split,Platform,16,502.47,6431.62,20,55.2,"Hooli GmbH",Startup,Marketplace,paid
2024-09-10,ORD-106644,EMEA,United Kingdom,A. Chen,Enterprise SSO,Add-on,17,94.41,1604.97,0,41.2,"Initech Co",Startup,Direct,paid
2024-08-30,ORD-106645,APAC,India,T. Andersson,Retab Classify,Platform,98,916.99,85371.77,5,52.3,"Soylent GmbH",Mid-Market,Self-Serve,paid
2024-08-08,ORD-106646,APAC,South Korea,D. Walsh,Enterprise SSO,Add-on,149,940.74,140170.26,0,68.0,"Vandelay LLC",Enterprise,Marketplace,paid
2024-12-19,ORD-106647,APAC,Singapore,T. Andersson,Retab Parse,Platform,48,30.02,1080.72,25,40.5,"Vandelay LLC",Mid-Market,Marketplace,refunded
2024-10-24,ORD-106648,LATAM,Colombia,T. Andersson,Audit Logs,Add-on,26,2734.36,71093.36,0,67.1,"Initech Inc",Strategic,Self-Serve,pending
2024-03-23,ORD-106649,APAC,Japan,K. Nakamura,Volume Credits,Usage,181,101.41,16519.69,10,54.3,"Massive LLC",Mid-Market,Self-Serve,paid
2024-01-05,ORD-106650,APAC,South Korea,E. Santos,Retab Extract,Platform,25,480.46,11410.92,5,69.8,"Globex LLC",Strategic,Self-Serve,paid
2024-06-01,ORD-106651,EMEA,France,J. Müller,Priority Support,Services,214,525.72,112504.08,0,76.6,"Umbra Co",Enterprise,Marketplace,refunded
2024-05-17,ORD-106652,EMEA,Germany,H. Kim,Retab Extract,Platform,31,105.24,3099.32,5,63.4,"Initech Co",Startup,Marketplace,paid
2024-02-01,ORD-106653,EMEA,Italy,A. Chen,Priority Support,Services,216,954.25,164894.4,20,48.9,"Globex SA",Enterprise,Direct,refunded
2024-05-08,ORD-106654,APAC,India,N. Costa,Enterprise SSO,Add-on,49,30.39,1191.29,20,40.7,"Stark GmbH",Enterprise,Direct,paid
2024-10-01,ORD-106655,North America,United States,N. Costa,Retab Extract,Platform,245,476.24,87509.1,25,55.1,"Wayne LLC",Startup,Self-Serve,pending
2024-01-07,ORD-106656,LATAM,Argentina,J. Müller,Consensus Add-on,Add-on,57,48.04,2738.28,0,78.2,"Acme Co",Mid-Market,Direct,paid
2024-07-04,ORD-106657,EMEA,Spain,D. Walsh,Onboarding,Services,203,542.08,110042.24,0,67.6,"Acme SA",Mid-Market,Partner,paid
2024-08-10,ORD-106658,LATAM,Brazil,E. Santos,Retab Extract,Platform,126,107.38,11500.4,15,48.0,"Wayne SA",Strategic,Marketplace,paid
2024-05-25,ORD-106659,EMEA,Germany,T. Andersson,Retab Extract,Platform,180,47.17,6367.95,25,67.7,"Stark Inc",Startup,Direct,paid
2024-11-12,ORD-106660,EMEA,UAE,T. Andersson,Volume Credits,Usage,102,45.87,4678.74,0,51.5,"Globex Ltd",Startup,Direct,paid
2024-06-09,ORD-106661,North America,Canada,A. Chen,Enterprise SSO,Add-on,202,92.82,17812.16,5,69.4,"Umbra GmbH",Mid-Market,Direct,paid
2024-09-01,ORD-106662,EMEA,South Africa,P. Novak,Retab Classify,Platform,172,527.08,67993.32,25,61.3,"Hooli SA",Strategic,Marketplace,paid
2024-08-28,ORD-106663,North America,Canada,T. Andersson,Audit Logs,Add-on,135,49.51,6015.46,10,81.0,"Soylent SA",Strategic,Partner,pending
2024-02-03,ORD-106664,EMEA,Italy,F. Haddad,Consensus Add-on,Add-on,97,108.73,7910.11,25,75.8,"Acme Co",Mid-Market,Self-Serve,pending
2024-02-18,ORD-106665,EMEA,France,J. Müller,Onboarding,Services,145,27.05,3137.8,20,71.8,"Globex SA",Enterprise,Direct,paid
2024-09-06,ORD-106666,APAC,South Korea,M. Dubois,Audit Logs,Add-on,15,518.94,7784.1,0,69.3,"Acme Co",Strategic,Partner,paid
2024-03-23,ORD-106667,North America,Canada,D. Walsh,Volume Credits,Usage,181,27.88,3784.71,25,65.6,"Acme LLC",Startup,Partner,pending
2024-07-29,ORD-106668,North America,Mexico,M. Dubois,Retab Classify,Platform,192,45.3,6523.2,25,70.3,"Initech GmbH",Enterprise,Partner,refunded
2024-10-02,ORD-106669,LATAM,Argentina,K. Nakamura,Retab Split,Platform,220,53.0,11660.0,0,80.6,"Acme Co",Startup,Marketplace,paid
2024-08-23,ORD-106670,North America,Canada,M. Dubois,Volume Credits,Usage,211,513.3,97475.67,10,40.8,"Stark GmbH",Strategic,Marketplace,paid
2024-07-07,ORD-106671,EMEA,Germany,R. Okafor,Onboarding,Services,199,526.03,83743.98,20,56.2,"Massive Inc",Strategic,Marketplace,refunded
2024-02-24,ORD-106672,North America,Mexico,H. Kim,Consensus Add-on,Add-on,120,212.63,25515.6,0,45.4,"Hooli SA",Startup,Direct,refunded
2024-10-21,ORD-106673,APAC,Australia,D. Walsh,Onboarding,Services,202,192.95,37027.1,5,39.1,"Wayne SA",Mid-Market,Self-Serve,paid
2024-05-11,ORD-106674,LATAM,Chile,E. Santos,Priority Support,Services,246,199.65,49113.9,0,76.8,"Hooli LLC",Strategic,Direct,pending
2024-06-20,ORD-106675,APAC,Japan,L. Rossi,Onboarding,Services,137,992.37,101966.02,25,39.8,"Globex Ltd",Enterprise,Self-Serve,paid
2024-05-30,ORD-106676,North America,United States,A. Chen,Priority Support,Services,104,208.48,21681.92,0,41.3,"Stark GmbH",Enterprise,Marketplace,paid
2024-06-08,ORD-106677,EMEA,Germany,T. Andersson,Retab Split,Platform,92,53.83,3961.89,20,78.7,"Globex Co",Startup,Marketplace,paid
2024-03-03,ORD-106678,APAC,Australia,T. Andersson,Retab Parse,Platform,159,2636.49,419201.91,0,70.0,"Acme SA",Startup,Partner,paid
2024-11-04,ORD-106679,North America,United States,T. Andersson,Consensus Add-on,Add-on,133,516.45,68687.85,0,67.5,"Wayne LLC",Strategic,Partner,paid
2024-11-16,ORD-106680,North America,Mexico,A. Chen,Retab Parse,Platform,202,47.02,9023.14,5,44.8,"Acme GmbH",Enterprise,Direct,paid
2024-05-07,ORD-106681,North America,Mexico,E. Santos,Enterprise SSO,Add-on,244,29.82,7276.08,0,48.2,"Wayne Ltd",Mid-Market,Self-Serve,refunded
2024-02-05,ORD-106682,LATAM,Chile,T. Andersson,Retab Split,Platform,241,50.61,9757.61,20,80.0,"Vandelay GmbH",Enterprise,Direct,paid
2024-02-24,ORD-106683,North America,United States,E. Santos,Retab Extract,Platform,193,1049.11,192354.32,5,67.4,"Hooli Inc",Startup,Self-Serve,paid
2024-08-07,ORD-106684,LATAM,Argentina,E. Santos,Retab Split,Platform,237,191.6,43138.74,5,77.2,"Hooli Ltd",Enterprise,Self-Serve,refunded
2024-05-02,ORD-106685,APAC,India,J. Müller,Audit Logs,Add-on,229,200.57,34447.9,25,65.8,"Massive Ltd",Mid-Market,Partner,paid
2024-09-24,ORD-106686,LATAM,Colombia,L. Rossi,Consensus Add-on,Add-on,45,545.76,22103.28,10,65.7,"Initech GmbH",Startup,Marketplace,paid
2024-04-16,ORD-106687,LATAM,Colombia,E. Santos,Volume Credits,Usage,93,48.14,4477.02,0,75.7,"Acme LLC",Mid-Market,Self-Serve,pending
2024-02-02,ORD-106688,North America,Canada,E. Santos,Audit Logs,Add-on,16,46.98,638.93,15,56.0,"Acme Co",Strategic,Direct,paid
2024-02-04,ORD-106689,APAC,Singapore,T. Andersson,Consensus Add-on,Add-on,194,105.94,20552.36,0,77.9,"Hooli Co",Mid-Market,Partner,paid
2024-12-02,ORD-106690,LATAM,Argentina,E. Santos,Retab Extract,Platform,137,108.3,11127.83,25,52.3,"Umbra Inc",Startup,Marketplace,paid
2024-10-11,ORD-106691,EMEA,Spain,N. Costa,Volume Credits,Usage,218,214.17,37351.25,20,63.2,"Soylent Co",Strategic,Partner,pending
2024-07-14,ORD-106692,EMEA,UAE,K. Nakamura,Retab Parse,Platform,137,47.25,6149.59,5,66.5,"Acme Inc",Enterprise,Partner,paid
2024-07-12,ORD-106693,LATAM,Brazil,A. Chen,Consensus Add-on,Add-on,13,106.1,1379.3,0,45.3,"Initech GmbH",Strategic,Marketplace,refunded
2024-08-03,ORD-106694,North America,Canada,J. Müller,Consensus Add-on,Add-on,12,189.6,2275.2,0,58.5,"Soylent Co",Strategic,Partner,pending
2024-01-06,ORD-106695,North America,United States,A. Chen,Retab Classify,Platform,27,52.46,1062.32,25,54.2,"Wayne Ltd",Strategic,Marketplace,paid
2024-08-15,ORD-106696,LATAM,Chile,K. Nakamura,Enterprise SSO,Add-on,62,27.29,1691.98,0,44.4,"Wayne Ltd",Enterprise,Partner,pending
2024-08-06,ORD-106697,APAC,South Korea,P. Novak,Audit Logs,Add-on,167,49.87,6662.63,20,81.5,"Globex LLC",Enterprise,Self-Serve,paid
2024-04-27,ORD-106698,APAC,Japan,K. Nakamura,Priority Support,Services,69,1033.59,57054.17,20,74.3,"Initech GmbH",Startup,Direct,paid
2024-12-24,ORD-106699,LATAM,Colombia,K. Nakamura,Volume Credits,Usage,233,928.92,162328.77,25,71.7,"Stark Inc",Startup,Direct,paid
2024-12-11,ORD-106700,EMEA,France,A. Chen,Retab Classify,Platform,92,542.99,42461.82,15,43.9,"Soylent Inc",Startup,Marketplace,paid
2024-02-13,ORD-106701,North America,United States,J. Müller,Audit Logs,Add-on,137,1025.96,133528.69,5,46.7,"Globex SA",Enterprise,Partner,paid
2024-04-21,ORD-106702,APAC,Japan,T. Andersson,Retab Extract,Platform,9,49.19,442.71,0,55.6,"Massive GmbH",Strategic,Partner,paid
2024-03-04,ORD-106703,EMEA,South Africa,M. Dubois,Consensus Add-on,Add-on,169,106.36,17974.84,0,48.5,"Soylent LLC",Mid-Market,Self-Serve,paid
2024-02-12,ORD-106704,APAC,India,T. Andersson,Retab Extract,Platform,82,28.06,2300.92,0,81.0,"Vandelay GmbH",Enterprise,Marketplace,refunded
2024-02-17,ORD-106705,North America,Mexico,J. Müller,Onboarding,Services,163,529.87,86368.81,0,43.5,"Umbra Ltd",Strategic,Direct,refunded
2024-11-26,ORD-106706,North America,Mexico,E. Santos,Enterprise SSO,Add-on,60,479.66,21584.7,25,72.3,"Initech Co",Startup,Partner,pending
2024-12-11,ORD-106707,North America,Canada,P. Novak,Retab Split,Platform,74,29.13,2155.62,0,59.9,"Stark Inc",Startup,Marketplace,paid
2024-06-01,ORD-106708,EMEA,Germany,P. Novak,Volume Credits,Usage,52,29.62,1540.24,0,64.0,"Stark LLC",Startup,Partner,pending
2024-01-25,ORD-106709,APAC,Japan,L. Rossi,Retab Parse,Platform,166,106.98,17758.68,0,55.2,"Umbra Inc",Strategic,Marketplace,paid
2024-04-13,ORD-106710,North America,United States,D. Walsh,Audit Logs,Add-on,27,190.67,4118.47,20,41.3,"Massive Co",Startup,Self-Serve,pending
2024-12-21,ORD-106711,APAC,Australia,D. Walsh,Retab Parse,Platform,133,490.89,48966.28,25,49.0,"Umbra Inc",Enterprise,Self-Serve,paid
2024-11-26,ORD-106712,EMEA,UAE,J. Müller,Onboarding,Services,33,29.62,928.59,5,79.5,"Globex Co",Enterprise,Self-Serve,paid
2024-09-17,ORD-106713,APAC,India,S. Patel,Retab Extract,Platform,246,924.88,216144.46,5,45.1,"Stark LLC",Strategic,Marketplace,paid
2024-05-17,ORD-106714,APAC,South Korea,N. Costa,Onboarding,Services,211,52.32,8831.62,20,47.0,"Vandelay Co",Mid-Market,Self-Serve,paid
2024-12-25,ORD-106715,EMEA,Spain,D. Walsh,Volume Credits,Usage,68,2512.28,170835.04,0,59.3,"Stark SA",Startup,Marketplace,paid
2024-06-05,ORD-106716,APAC,South Korea,J. Müller,Retab Split,Platform,164,962.69,142093.04,10,63.4,"Globex SA",Enterprise,Partner,paid
2024-10-28,ORD-106717,EMEA,Germany,H. Kim,Volume Credits,Usage,62,474.74,22075.41,25,56.4,"Acme Inc",Enterprise,Self-Serve,pending
2024-03-13,ORD-106718,LATAM,Brazil,N. Costa,Onboarding,Services,153,31.2,3580.2,25,66.7,"Umbra Inc",Strategic,Partner,pending
2024-06-25,ORD-106719,North America,United States,T. Andersson,Retab Parse,Platform,134,44.56,4776.83,20,50.9,"Acme LLC",Mid-Market,Marketplace,pending
2024-07-03,ORD-106720,LATAM,Colombia,D. Walsh,Retab Parse,Platform,186,28.11,5228.46,0,49.3,"Massive LLC",Startup,Marketplace,pending
2024-08-01,ORD-106721,LATAM,Chile,A. Chen,Retab Parse,Platform,77,97.45,6753.29,10,65.8,"Umbra Co",Strategic,Marketplace,paid
2024-01-25,ORD-106722,LATAM,Brazil,D. Walsh,Retab Split,Platform,140,50.93,6773.69,5,62.9,"Acme Ltd",Enterprise,Partner,paid
2024-08-22,ORD-106723,APAC,Singapore,K. Nakamura,Onboarding,Services,160,44.35,6031.6,15,74.0,"Acme Co",Mid-Market,Marketplace,pending
2024-06-07,ORD-106724,LATAM,Brazil,T. Andersson,Retab Parse,Platform,243,106.42,23274.05,10,44.1,"Globex Ltd",Strategic,Direct,refunded
2024-06-28,ORD-106725,APAC,Japan,D. Walsh,Volume Credits,Usage,121,502.96,57815.25,5,63.5,"Vandelay Co",Startup,Direct,pending
2024-02-10,ORD-106726,APAC,South Korea,D. Walsh,Enterprise SSO,Add-on,229,941.87,215688.23,0,74.9,"Initech SA",Enterprise,Partner,pending
2024-09-02,ORD-106727,North America,Canada,R. Okafor,Audit Logs,Add-on,115,44.15,3807.94,25,71.0,"Wayne Ltd",Startup,Direct,paid
2024-01-21,ORD-106728,APAC,Singapore,P. Novak,Priority Support,Services,247,91.09,22499.23,0,46.9,"Stark Ltd",Strategic,Partner,paid
2024-04-14,ORD-106729,EMEA,Germany,L. Rossi,Enterprise SSO,Add-on,231,28.43,6567.33,0,49.4,"Initech Co",Mid-Market,Partner,pending
2024-05-20,ORD-106730,EMEA,UAE,K. Nakamura,Audit Logs,Add-on,40,518.04,18649.44,10,80.8,"Stark GmbH",Mid-Market,Partner,pending
2024-06-05,ORD-106731,APAC,Australia,K. Nakamura,Consensus Add-on,Add-on,116,1091.39,113941.12,10,42.7,"Wayne LLC",Strategic,Direct,pending
2024-10-05,ORD-106732,EMEA,Italy,K. Nakamura,Priority Support,Services,53,52.13,2624.75,5,71.7,"Globex Ltd",Startup,Partner,paid
2024-12-21,ORD-106733,APAC,India,D. Walsh,Enterprise SSO,Add-on,236,200.65,35515.05,25,39.9,"Wayne GmbH",Strategic,Marketplace,paid
2024-01-31,ORD-106734,North America,Mexico,A. Chen,Onboarding,Services,28,93.39,2091.94,20,67.7,"Umbra Inc",Mid-Market,Partner,paid
2024-11-23,ORD-106735,North America,United States,H. Kim,Retab Extract,Platform,226,89.4,20204.4,0,71.9,"Hooli Co",Strategic,Direct,refunded
2024-02-20,ORD-106736,APAC,Japan,R. Okafor,Onboarding,Services,56,95.73,4556.75,15,59.3,"Soylent GmbH",Enterprise,Self-Serve,refunded
2024-08-21,ORD-106737,APAC,Singapore,J. Müller,Retab Classify,Platform,89,100.2,6688.35,25,61.3,"Vandelay SA",Strategic,Direct,paid
2024-04-25,ORD-106738,APAC,India,E. Santos,Volume Credits,Usage,118,504.36,56538.76,5,46.8,"Globex Ltd",Enterprise,Marketplace,paid
2024-05-07,ORD-106739,North America,Mexico,E. Santos,Consensus Add-on,Add-on,213,93.06,19821.78,0,74.8,"Hooli Co",Startup,Partner,paid
2024-05-09,ORD-106740,EMEA,Italy,D. Walsh,Onboarding,Services,146,52.36,7644.56,0,63.0,"Initech Ltd",Mid-Market,Marketplace,refunded
2024-11-04,ORD-106741,EMEA,United Kingdom,H. Kim,Volume Credits,Usage,171,90.0,11542.5,25,52.7,"Acme Ltd",Strategic,Self-Serve,refunded
2024-03-03,ORD-106742,APAC,Japan,K. Nakamura,Volume Credits,Usage,79,89.71,7087.09,0,68.2,"Vandelay Ltd",Mid-Market,Direct,pending
2024-07-09,ORD-106743,LATAM,Brazil,T. Andersson,Audit Logs,Add-on,186,191.83,35680.38,0,55.7,"Hooli SA",Enterprise,Self-Serve,refunded
2024-05-10,ORD-106744,EMEA,Italy,P. Novak,Volume Credits,Usage,194,2438.44,473057.36,0,70.7,"Acme Ltd",Strategic,Self-Serve,pending
2024-06-30,ORD-106745,APAC,Australia,R. Okafor,Retab Parse,Platform,129,1094.2,127036.62,10,81.1,"Soylent Co",Mid-Market,Self-Serve,paid
2024-11-06,ORD-106746,North America,Canada,N. Costa,Volume Credits,Usage,114,29.06,2484.63,25,48.0,"Soylent GmbH",Strategic,Partner,paid
2024-04-01,ORD-106747,EMEA,Italy,A. Chen,Retab Split,Platform,69,31.57,2178.33,0,48.6,"Hooli Co",Startup,Marketplace,paid
2024-11-06,ORD-106748,LATAM,Brazil,T. Andersson,Retab Classify,Platform,164,985.63,161643.32,0,43.6,"Hooli Inc",Enterprise,Direct,pending
2024-02-27,ORD-106749,LATAM,Chile,T. Andersson,Enterprise SSO,Add-on,123,1058.55,123691.57,5,76.8,"Wayne Co",Strategic,Self-Serve,paid
2024-08-18,ORD-106750,EMEA,Italy,H. Kim,Priority Support,Services,238,2636.68,627529.84,0,54.0,"Wayne GmbH",Strategic,Direct,paid
2024-07-13,ORD-106751,APAC,Singapore,D. Walsh,Retab Extract,Platform,163,188.05,22989.11,25,79.8,"Globex GmbH",Strategic,Marketplace,paid
2024-10-18,ORD-106752,EMEA,United Kingdom,S. Patel,Onboarding,Services,2,2654.03,5308.06,0,65.0,"Acme Ltd",Mid-Market,Marketplace,paid
2024-07-10,ORD-106753,APAC,Australia,A. Chen,Retab Split,Platform,201,2415.55,364144.16,25,77.9,"Soylent SA",Mid-Market,Partner,paid
2024-03-13,ORD-106754,APAC,India,H. Kim,Onboarding,Services,218,2636.66,517312.69,10,42.5,"Stark Inc",Strategic,Marketplace,pending
2024-12-01,ORD-106755,APAC,India,P. Novak,Audit Logs,Add-on,80,469.86,37588.8,0,59.0,"Globex LLC",Startup,Self-Serve,refunded
2024-06-30,ORD-106756,APAC,Australia,J. Müller,Retab Split,Platform,250,507.24,114129.0,10,47.3,"Hooli SA",Mid-Market,Marketplace,paid
2024-02-06,ORD-106757,LATAM,Brazil,R. Okafor,Retab Classify,Platform,158,180.84,27144.08,5,76.4,"Massive LLC",Strategic,Marketplace,refunded
2024-03-20,ORD-106758,EMEA,UAE,H. Kim,Consensus Add-on,Add-on,19,193.87,2762.65,25,46.7,"Soylent Co",Strategic,Direct,paid
2024-08-11,ORD-106759,North America,United States,M. Dubois,Onboarding,Services,43,28.77,1051.54,15,56.4,"Stark Ltd",Mid-Market,Partner,pending
2024-04-22,ORD-106760,EMEA,United Kingdom,N. Costa,Retab Split,Platform,79,2458.21,145648.94,25,81.1,"Wayne SA",Mid-Market,Marketplace,pending
2024-10-02,ORD-106761,North America,United States,N. Costa,Enterprise SSO,Add-on,78,1028.1,72172.62,10,62.7,"Globex GmbH",Strategic,Direct,paid
2024-03-08,ORD-106762,EMEA,UAE,P. Novak,Retab Extract,Platform,44,100.37,3974.65,10,46.6,"Initech Ltd",Startup,Partner,paid
2024-06-20,ORD-106763,EMEA,Spain,P. Novak,Retab Extract,Platform,80,93.5,7480.0,0,53.1,"Vandelay Ltd",Enterprise,Partner,paid
2024-09-03,ORD-106764,EMEA,South Africa,L. Rossi,Consensus Add-on,Add-on,16,2392.86,30628.61,20,79.6,"Vandelay Inc",Strategic,Partner,pending
2024-03-30,ORD-106765,EMEA,Germany,M. Dubois,Retab Split,Platform,106,200.45,16998.16,20,55.2,"Globex GmbH",Strategic,Direct,paid
2024-08-14,ORD-106766,LATAM,Colombia,N. Costa,Consensus Add-on,Add-on,111,185.82,20626.02,0,76.5,"Vandelay SA",Strategic,Direct,pending
2024-05-15,ORD-106767,APAC,Singapore,P. Novak,Audit Logs,Add-on,126,507.16,54316.84,15,40.2,"Hooli SA",Strategic,Partner,paid
2024-03-09,ORD-106768,APAC,Singapore,P. Novak,Enterprise SSO,Add-on,243,497.66,120931.38,0,66.2,"Soylent LLC",Strategic,Direct,pending
2024-03-13,ORD-106769,North America,United States,K. Nakamura,Enterprise SSO,Add-on,116,2302.7,213690.56,20,67.0,"Initech Inc",Strategic,Self-Serve,pending
2024-10-07,ORD-106770,LATAM,Brazil,R. Okafor,Retab Split,Platform,44,188.19,6210.27,25,76.4,"Hooli Co",Startup,Partner,paid
2024-05-04,ORD-106771,North America,Mexico,K. Nakamura,Volume Credits,Usage,114,186.29,16989.65,20,38.2,"Soylent LLC",Strategic,Self-Serve,paid
2024-08-22,ORD-106772,North America,Mexico,T. Andersson,Enterprise SSO,Add-on,124,26.5,2793.1,15,38.4,"Stark GmbH",Startup,Self-Serve,paid
2024-10-16,ORD-106773,APAC,Singapore,L. Rossi,Priority Support,Services,95,107.23,8149.48,20,68.6,"Stark SA",Startup,Self-Serve,paid
2024-08-22,ORD-106774,North America,Mexico,K. Nakamura,Audit Logs,Add-on,18,454.25,6132.38,25,74.3,"Soylent GmbH",Startup,Marketplace,paid
2024-12-08,ORD-106775,EMEA,Italy,P. Novak,Enterprise SSO,Add-on,181,30.49,5518.69,0,49.1,"Acme Inc",Enterprise,Marketplace,paid
2024-12-10,ORD-106776,APAC,India,F. Haddad,Priority Support,Services,57,50.5,2878.5,0,80.6,"Soylent GmbH",Startup,Self-Serve,paid
2024-11-29,ORD-106777,LATAM,Colombia,H. Kim,Retab Extract,Platform,194,2493.17,411123.73,15,63.1,"Umbra Inc",Mid-Market,Marketplace,refunded
2024-05-20,ORD-106778,EMEA,UAE,L. Rossi,Audit Logs,Add-on,230,207.75,47782.5,0,66.1,"Wayne SA",Startup,Partner,pending
2024-04-28,ORD-106779,EMEA,Spain,F. Haddad,Retab Split,Platform,113,1026.03,115941.39,0,50.5,"Initech Inc",Enterprise,Self-Serve,paid
2024-08-13,ORD-106780,North America,Canada,J. Müller,Enterprise SSO,Add-on,152,979.33,126529.44,15,53.4,"Acme Ltd",Mid-Market,Direct,paid
2024-07-13,ORD-106781,LATAM,Chile,D. Walsh,Retab Split,Platform,240,28.69,6885.6,0,67.5,"Globex Ltd",Enterprise,Marketplace,refunded
2024-06-25,ORD-106782,LATAM,Colombia,D. Walsh,Retab Split,Platform,17,535.33,9100.61,0,61.3,"Stark LLC",Strategic,Direct,paid
2024-01-04,ORD-106783,LATAM,Argentina,A. Chen,Enterprise SSO,Add-on,109,515.97,44992.58,20,40.2,"Hooli GmbH",Strategic,Self-Serve,paid
2024-02-01,ORD-106784,LATAM,Brazil,H. Kim,Enterprise SSO,Add-on,96,28.29,2172.67,20,45.7,"Hooli LLC",Strategic,Direct,refunded
2024-06-11,ORD-106785,North America,Canada,N. Costa,Retab Extract,Platform,246,29.23,7190.58,0,79.8,"Vandelay LLC",Enterprise,Marketplace,paid
2024-12-02,ORD-106786,LATAM,Brazil,A. Chen,Volume Credits,Usage,141,933.21,118424.35,10,51.2,"Soylent Co",Enterprise,Marketplace,paid
2024-05-19,ORD-106787,North America,Canada,L. Rossi,Volume Credits,Usage,18,203.62,3115.39,15,58.0,"Umbra Ltd",Strategic,Partner,paid
2024-04-10,ORD-106788,North America,Canada,H. Kim,Retab Split,Platform,3,2523.32,7569.96,0,54.0,"Soylent Inc",Mid-Market,Partner,paid
2024-02-14,ORD-106789,LATAM,Argentina,J. Müller,Enterprise SSO,Add-on,22,2446.28,53818.16,0,70.6,"Wayne Ltd",Strategic,Self-Serve,paid
2024-01-03,ORD-106790,North America,United States,H. Kim,Retab Split,Platform,130,51.04,5971.68,10,79.1,"Initech Inc",Strategic,Partner,paid
2024-01-12,ORD-106791,EMEA,UAE,E. Santos,Volume Credits,Usage,219,31.61,6922.59,0,52.9,"Umbra SA",Enterprise,Direct,pending
2024-07-21,ORD-106792,APAC,Australia,E. Santos,Enterprise SSO,Add-on,76,95.66,7270.16,0,54.8,"Massive SA",Strategic,Marketplace,pending
2024-10-19,ORD-106793,North America,United States,F. Haddad,Retab Split,Platform,187,53.24,8960.29,10,62.6,"Massive GmbH",Startup,Direct,paid
