#,date,authored_at,short_sha,sha,subject,author,parent_count,diff_basis,repo_files_changed,repo_insertions,repo_deletions,repo_loc_changed,repo_areas_changed,pdf_viewer_path_files_changed,pdf_viewer_path_insertions,pdf_viewer_path_deletions,pdf_viewer_path_loc_changed,pdf_related_files_changed,pdf_related_loc_changed,pdf_related_categories,pdf_related_files,pdf_behavior_summary,regression_relevance
104,2026-06-14,2026-06-14T02:39:48+02:00,c1ddebb,c1ddebb16f9cd9579e6143e4e95a217d68de1d73,implement anchored document,Sacha Ichbiah,1,parent,59,3586,2078,5664,tests: 3 files / 1209 LOC; registry blocks: 9 files / 1127 LOC; registry ui: 14 files / 974 LOC; registry json: 22 files / 862 LOC; registry.json: 1 files / 670 LOC; components ui: 4 files / 441 LOC; registry: 1 files / 206 LOC; components: 4 files / 172 LOC,0,0,0,0,3,41,PDF source overlays; registry output,public/r/pdf-anchor-target.json (+20/-0) | registry/new-york-v4/ui/pdf-source.tsx (+8/-6) | public/r/pdf-source.json (+3/-4),Regenerated registry JSON output. Files: public/r/pdf-anchor-target.json | public/r/pdf-source.json | registry/new-york-v4/ui/pdf-source.tsx,P4 PDF-adjacent only.
105,2026-06-14,2026-06-14T03:36:28+02:00,0602be5,0602be5fc952891a081d94b566d82ed1f6f6684e,cohere viewer system,Sacha Ichbiah,1,parent,58,2850,924,3774,tests: 9 files / 1179 LOC; components: 9 files / 1141 LOC; docs: 15 files / 613 LOC; registry ui: 14 files / 300 LOC; registry blocks: 6 files / 240 LOC; lib: 2 files / 192 LOC; registry: 3 files / 109 LOC,3,74,8,82,10,208,PDF related; docs; page canvas rendering; thumbnail UI; viewer entrypoint,content/docs/viewers/pdf-viewer.mdx (+43/-43) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+62/-0) | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx (+11/-9) | registry/new-york-v4/ui/pdf-viewer.tsx (+10/-6) | components/file-thumbnail/renderers/pdf-thumbnail.tsx (+2/-2) | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx (+2/-2) | registry/new-york-v4/ui/pdf-thumbnail-item.tsx (+2/-2) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+2/-2) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+2/-2) | registry/new-york-v4/ui/use-pdf-thumbnail-page-metrics.ts (+2/-2),"Touched PDF-related categories: PDF related, page canvas rendering, thumbnail UI, viewer entrypoint. Files: components/file-thumbnail/renderers/pdf-thumbnail.tsx | registry/new-york-v4/ui/pdf-thumbnail-canvas.tsx | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx | registry/new-york-v4/ui/pdf-thumbnail-sidebar.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer.tsx","P3 PDF core touched, but no obvious low/high-res mechanism."
106,2026-06-14,2026-06-14T03:36:48+02:00,2ad063c,2ad063c0c789e1f64d413a44a8a8b854cdb23161,split dropzone examples,Sacha Ichbiah,1,parent,9,332,235,567,registry blocks: 8 files / 535 LOC; tests: 1 files / 32 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
107,2026-06-14,2026-06-14T03:37:16+02:00,f1397ce,f1397cefeaef7aedc91b4a75be98c8af0d8ea9eb,refine data cell primitives,Sacha Ichbiah,1,parent,33,3700,582,4282,tmp: 1 files / 1672 LOC; registry ui: 9 files / 1542 LOC; components: 11 files / 499 LOC; tests: 11 files / 295 LOC; scripts: 1 files / 274 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
108,2026-06-14,2026-06-14T03:37:38+02:00,67ad19d,67ad19dffe69f0f944a61478b2351c84dcc72570,rework pretext markdown viewer,Sacha Ichbiah,1,parent,22,4106,688,4794,registry ui: 8 files / 2193 LOC; tests: 8 files / 1988 LOC; components: 3 files / 373 LOC; design: 2 files / 193 LOC; docs: 1 files / 47 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
109,2026-06-14,2026-06-14T03:38:02+02:00,75c8256,75c825688e33d390618a5712403d3531a1769715,add viewer blueprints,Sacha Ichbiah,1,parent,13,7520,6,7526,design: 13 files / 7526 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
110,2026-06-14,2026-06-14T03:38:14+02:00,aee76d5,aee76d5b52d2bc7803648812e32768e154f60db2,update registry output,Sacha Ichbiah,1,parent,41,1796,158,1954,registry json: 37 files / 1281 LOC; registry.json: 1 files / 590 LOC; scripts: 2 files / 79 LOC; package.json: 1 files / 4 LOC,0,0,0,0,4,44,registry output; thumbnail UI,public/r/pdf-viewer.json (+8/-8) | public/r/pdf-thumbnail-sidebar.json (+5/-5) | public/r/pdf-thumbnails-block.json (+5/-5) | public/r/pdf-document-resource.json (+7/-1),Added async page metric preloading for page sizes. Regenerated registry JSON output. Files: public/r/pdf-document-resource.json | public/r/pdf-thumbnail-sidebar.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json,P4 PDF-adjacent only.
111,2026-06-14,2026-06-14T03:38:41+02:00,8e2c4d2,8e2c4d2b51878a2a25dd69a64748cdebba3e85f2,polish primitive models,Sacha Ichbiah,1,parent,4,111,19,130,registry ui: 2 files / 93 LOC; tests: 2 files / 37 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
112,2026-06-14,2026-06-14T03:39:07+02:00,fbb5134,fbb51345db70e02b577d4cd3151036d266e33944,sync final docs and registry,Sacha Ichbiah,1,parent,6,28,12,40,tests: 1 files / 16 LOC; design: 2 files / 14 LOC; registry json: 2 files / 8 LOC; docs: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
113,2026-06-14,2026-06-14T03:40:48+02:00,bbfcad0,bbfcad0773d7bc933a763e01b186377075d8b6f0,split data cell display projection,Sacha Ichbiah,1,parent,7,144,110,254,registry ui: 2 files / 212 LOC; registry json: 2 files / 13 LOC; tests: 1 files / 13 LOC; design: 1 files / 11 LOC; registry.json: 1 files / 5 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
114,2026-06-14,2026-06-14T03:41:32+02:00,1c11906,1c11906c400e01533c2f5bd41c08c98bd26b1ddd,track pretext list metadata,Sacha Ichbiah,1,parent,5,49,2,51,tests: 2 files / 27 LOC; registry ui: 2 files / 20 LOC; registry json: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
115,2026-06-14,2026-06-14T07:48:25+02:00,6223625,622362571942356a49af09ade5fc92b47df25048,update viewer system,Sacha Ichbiah,1,parent,22,1886,262,2148,design: 4 files / 1270 LOC; registry ui: 8 files / 652 LOC; tests: 5 files / 194 LOC; registry json: 3 files / 18 LOC; docs: 1 files / 10 LOC; registry: 1 files / 4 LOC,0,0,0,0,1,2,registry output,public/r/pdf-document-resource.json (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-document-resource.json,P4 PDF-adjacent only.
116,2026-06-14,2026-06-14T08:19:00+02:00,29e3d44,29e3d44e071acde744b6f8b80ef0a3f9525ce611,finish viewer system coherence,Sacha Ichbiah,1,parent,79,7345,3248,10593,tmp: 1 files / 2771 LOC; design: 6 files / 2296 LOC; registry ui: 15 files / 1555 LOC; tests: 24 files / 1144 LOC; components: 23 files / 1013 LOC; registry json: 5 files / 777 LOC; registry.json: 1 files / 739 LOC; scripts: 2 files / 280 LOC,0,0,0,0,4,4,tests,tests/pdf-viewer-interactions.test.tsx (+1/-0) | tests/pdf-viewer-resource.test.ts (+1/-0) | tests/pdf-viewer-switching.test.tsx (+1/-0) | tests/pdf-viewer.test.tsx (+1/-0),Updated PDF tests. Files: tests/pdf-viewer-interactions.test.tsx | tests/pdf-viewer-resource.test.ts | tests/pdf-viewer-switching.test.tsx | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
117,2026-06-14,2026-06-14T09:50:13+02:00,a06ac90,a06ac90977396d2a7a24edb6f3a56f57d85b91e9,update viewers,Sacha Ichbiah,1,parent,188,18132,3739,21871,design: 17 files / 9069 LOC; components: 61 files / 3495 LOC; tests: 34 files / 3055 LOC; registry ui: 30 files / 2975 LOC; tmp: 1 files / 1594 LOC; pnpm-lock.yaml: 1 files / 899 LOC; registry json: 26 files / 214 LOC; registry blocks: 7 files / 196 LOC,1,3,0,3,4,18,registry output; thumbnail UI; viewer entrypoint,registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+4/-3) | public/r/pdf-viewer.json (+3/-3) | registry/new-york-v4/ui/pdf-viewer.tsx (+3/-0) | public/r/pdf-thumbnails-block.json (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-viewer.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
118,2026-06-14,2026-06-14T13:03:20+02:00,becabfc,becabfc61e501534e5f50f5b4ead9a9c1a23be57,save worktree,Sacha Ichbiah,1,parent,278,63371,7215,70586,tmp: 2 files / 30122 LOC; design: 28 files / 18967 LOC; registry ui: 85 files / 9261 LOC; tests: 53 files / 7342 LOC; scripts: 4 files / 1730 LOC; components: 34 files / 1489 LOC; registry json: 34 files / 708 LOC; docs: 14 files / 478 LOC,3,13,14,27,14,185,design notes; docs; registry output; tests; thumbnail UI; viewer entrypoint,tests/pdf-viewer.test.tsx (+36/-36) | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx (+9/-13) | public/r/pdf-thumbnails-block.json (+7/-7) | public/r/pdf-viewer-thumbnails.json (+7/-7) | public/r/pdf-viewer.json (+7/-7) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+8/-5) | content/docs/viewers/pdf-viewer.mdx (+8/-4) | design/pdf-viewer-system-diagram.md (+3/-3) | e2e/pdf-thumbnail-sidebar.spec.ts (+2/-2) | public/r/pdf-document-resource.json (+2/-2) | components/ui/pdf-thumbnail-sidebar.tsx (+0/-3) | components/ui/pdf-viewer-thumbnails.tsx (+3/-0) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+1/-1) | registry/new-york-v4/ui/pdf-viewer.tsx (+1/-1),Added async page metric preloading for page sizes. Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-thumbnail-sidebar.tsx | components/ui/pdf-viewer-thumbnails.tsx | design/pdf-viewer-system-diagram.md | public/r/pdf-document-resource.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
119,2026-06-14,2026-06-14T14:49:53+02:00,887b35a,887b35a1d68c375a69d305adf879fb3734ae8753,update tree,Sacha Ichbiah,1,parent,157,15125,6324,21449,tmp: 1 files / 7400 LOC; design: 10 files / 4530 LOC; registry ui: 45 files / 3162 LOC; tests: 21 files / 3018 LOC; components: 30 files / 1539 LOC; scripts: 3 files / 648 LOC; registry blocks: 6 files / 375 LOC; docs: 9 files / 295 LOC,0,0,0,0,3,26,registry output; tests; thumbnail UI,e2e/pdf-thumbnail-sidebar.spec.ts (+22/-0) | public/r/pdf-viewer.json (+1/-1) | tests/pdf-viewer.test.tsx (+1/-1),Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
120,2026-06-14,2026-06-14T17:17:25+02:00,666ec0c,666ec0c9875875d61497717161652113de7d637a,updates,Sacha Ichbiah,1,parent,352,54533,8774,63307,design: 36 files / 28150 LOC; registry ui: 100 files / 11181 LOC; tests: 29 files / 6334 LOC; tmp: 1 files / 5957 LOC; components ui: 66 files / 3647 LOC; components: 36 files / 2895 LOC; scripts: 6 files / 1510 LOC; registry json: 47 files / 1219 LOC,14,658,218,876,25,2300,PDF related; design notes; docs; loading / error states; page canvas rendering; public types; registry output; scroll state; tests; thumbnail UI; viewer entrypoint; virtualization; zoom / DPR,design/pdf-thumbnails-platonic-gap-blueprint.md (+630/-0) | components/ui/pdf-viewer.tsx (+503/-1) | design/pdf-viewer-header-composition-blueprint.md (+492/-0) | tests/pdf-viewer.test.tsx (+112/-51) | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx (+0/-103) | e2e/pdf-thumbnail-sidebar.spec.ts (+63/-12) | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx (+46/-27) | registry/new-york-v4/ui/pdf-viewer.tsx (+52/-21) | registry/new-york-v4/ui/pdf-viewer-states.tsx (+2/-50) | components/ui/pdf-viewer-states.tsx (+48/-0) | content/docs/viewers/pdf-viewer.mdx (+19/-3) | public/r/pdf-viewer.json (+8/-13) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+0/-16) | public/r/pdf-thumbnails-block.json (+3/-3) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+4/-2) | public/r/pdf-viewer-thumbnails.json (+2/-2) | public/r/pdf-anchor-target.json (+2/-1) | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx (+1/-1) | components/ui/pdf-viewer-context.tsx (+1/-0) | components/ui/pdf-viewer-page-sizes.ts (+1/-0) | components/ui/pdf-viewer-page.tsx (+1/-0) | components/ui/pdf-viewer-scale.ts (+1/-0) | components/ui/pdf-viewer-scroll.ts (+1/-0) | components/ui/pdf-viewer-types.ts (+1/-0) | components/ui/pdf-viewer-virtualization.ts (+1/-0),Added async page metric preloading for page sizes. Changed page virtualization/windowing. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-viewer-context.tsx | components/ui/pdf-viewer-page-sizes.ts | components/ui/pdf-viewer-page.tsx | components/ui/pdf-viewer-scale.ts | components/ui/pdf-viewer-scroll.ts | components/ui/pdf-viewer-states.tsx | components/ui/pdf-viewer-types.ts | components/ui/pdf-viewer-virtualization.ts | components/ui/pdf-viewer.tsx | design/pdf-viewer-header-composition-blueprint.md | public/r/pdf-anchor-target.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-thumbnail-rail.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-states.tsx | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx | registry/new-york-v4/ui/pdf-viewer-toolbar.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,P2 large PDF core change; inspect if reverting beyond focused fix.
121,2026-06-14,2026-06-14T17:33:26+02:00,7acc795,7acc7958d543cc6171d0d0655dac35dcedd7037d,refine viewer composition,Sacha Ichbiah,1,parent,33,1672,1295,2967,tmp: 1 files / 1708 LOC; registry ui: 8 files / 628 LOC; registry blocks: 2 files / 326 LOC; tests: 3 files / 156 LOC; registry json: 13 files / 68 LOC; components: 2 files / 38 LOC; design: 3 files / 27 LOC; registry.json: 1 files / 16 LOC,0,0,0,0,2,4,registry output; thumbnail UI,public/r/pdf-thumbnails-block.json (+1/-1) | public/r/pdf-viewer.json (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json,P4 PDF-adjacent only.
122,2026-06-14,2026-06-14T18:06:45+02:00,4f36fb3,4f36fb3188870b8d92847cbe6a4f3ffc6069075c,update viewer system,Sacha Ichbiah,1,parent,25,1774,747,2521,design: 2 files / 2164 LOC; tests: 5 files / 202 LOC; registry ui: 4 files / 102 LOC; components: 4 files / 26 LOC; registry json: 8 files / 18 LOC; registry blocks: 1 files / 8 LOC; AGENTS.md: 1 files / 1 LOC,1,89,1,90,3,190,registry output; scroll state; tests,tests/pdf-viewer-scroll.test.tsx (+98/-0) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+89/-1) | public/r/pdf-viewer.json (+1/-1),Changed scroll anchor preservation across layout changes. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-scroll.ts | tests/pdf-viewer-scroll.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
123,2026-06-14,2026-06-14T21:57:09+02:00,f6dfad5,f6dfad50930aca0b931189c5c956092c9175f003,update viewer system,Sacha Ichbiah,1,parent,35,2114,153,2267,design: 1 files / 971 LOC; registry ui: 14 files / 661 LOC; tests: 12 files / 540 LOC; registry json: 1 files / 26 LOC; registry.json: 1 files / 26 LOC; components ui: 1 files / 17 LOC; lib: 1 files / 13 LOC; registry blocks: 2 files / 9 LOC,0,0,0,0,3,131,tests; thumbnail UI,tests/pdf-viewer.test.tsx (+123/-0) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+2/-2) | tests/pdf-viewer-scroll.test.tsx (+2/-2),Updated PDF tests. Files: registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | tests/pdf-viewer-scroll.test.tsx | tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
124,2026-06-15,2026-06-15T02:41:35+02:00,ea4553f,ea4553f2f4aaaae64dc819ad52aba06911d1be7a,clean viewer system,Sacha Ichbiah,1,parent,249,9254,5311,14565,registry ui: 61 files / 4005 LOC; design: 12 files / 3815 LOC; tests: 26 files / 2530 LOC; components: 30 files / 1343 LOC; docs: 20 files / 1172 LOC; registry blocks: 21 files / 647 LOC; registry json: 54 files / 471 LOC; lib: 2 files / 160 LOC,3,51,24,75,11,162,docs; registry output; tests; thumbnail UI; viewer entrypoint,tests/pdf-viewer.test.tsx (+29/-2) | components/ui/pdf-viewer.tsx (+19/-11) | registry/new-york-v4/ui/pdf-viewer.tsx (+19/-11) | registry/new-york-v4/ui/pdf-thumbnail-layout.ts (+17/-1) | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx (+13/-2) | public/r/pdf-viewer.json (+6/-6) | public/r/pdf-thumbnails-block.json (+4/-4) | public/r/pdf-viewer-thumbnails.json (+3/-3) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+2/-4) | content/docs/viewers/pdf-viewer.mdx (+3/-1) | registry/new-york-v4/ui/pdf-thumbnail-item.tsx (+1/-1),Added async page metric preloading for page sizes. Changed scroll anchor preservation across layout changes. Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-viewer.tsx | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-thumbnail-item.tsx | registry/new-york-v4/ui/pdf-thumbnail-layout.ts | registry/new-york-v4/ui/pdf-viewer-thumbnails.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
125,2026-06-15,2026-06-15T11:16:40+02:00,005ce68,005ce68c26c36324522532b345779f7538cc8940,update viewer system,Sacha Ichbiah,1,parent,26,2904,86,2990,design: 3 files / 1944 LOC; tests: 7 files / 544 LOC; components: 7 files / 400 LOC; registry blocks: 1 files / 41 LOC; registry ui: 1 files / 33 LOC; registry json: 7 files / 28 LOC,1,26,7,33,3,60,PDF related; registry output; tests,registry/new-york-v4/ui/pdf-viewer-context.tsx (+26/-7) | tests/pdf-viewer.test.tsx (+25/-0) | public/r/pdf-viewer.json (+1/-1),Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-context.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
126,2026-06-15,2026-06-15T19:15:55+02:00,9dd2160,9dd2160a1870ccfc2965c9e5469df702013289a3,refine viewer system,Sacha Ichbiah,1,parent,86,5414,15714,21128,design: 26 files / 17769 LOC; tests: 10 files / 1019 LOC; registry blocks: 6 files / 868 LOC; components: 13 files / 852 LOC; registry ui: 8 files / 359 LOC; registry json: 17 files / 146 LOC; registry.json: 1 files / 49 LOC; components ui: 2 files / 39 LOC,5,61,195,256,7,306,PDF related; registry output; tests; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer-context.tsx (+7/-146) | tests/pdf-viewer.test.tsx (+15/-25) | components/ui/pdf-viewer.tsx (+19/-14) | registry/new-york-v4/ui/pdf-viewer.tsx (+19/-14) | registry/new-york-v4/ui/pdf-viewer-internal-context.tsx (+10/-21) | public/r/pdf-viewer.json (+8/-2) | components/ui/pdf-viewer-internal-context.tsx (+6/-0),Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-viewer-internal-context.tsx | components/ui/pdf-viewer.tsx | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-internal-context.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
127,2026-06-15,2026-06-15T20:05:00+02:00,a38a15b,a38a15b544f198cfac32c6f67fcc75ab25647b53,refine viewer primitives,Sacha Ichbiah,1,parent,59,1734,2026,3760,tests: 10 files / 1140 LOC; registry ui: 12 files / 999 LOC; design: 2 files / 640 LOC; components: 8 files / 516 LOC; registry json: 17 files / 200 LOC; components ui: 6 files / 183 LOC; registry.json: 1 files / 68 LOC; docs: 1 files / 9 LOC,5,149,168,317,8,350,PDF related; registry output; tests; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer-context.tsx (+131/-7) | registry/new-york-v4/ui/pdf-viewer-internal-context.tsx (+0/-137) | public/r/pdf-anchor-target.json (+0/-21) | components/ui/pdf-viewer.tsx (+9/-9) | registry/new-york-v4/ui/pdf-viewer.tsx (+9/-9) | public/r/pdf-viewer.json (+2/-8) | components/ui/pdf-viewer-internal-context.tsx (+0/-6) | tests/pdf-viewer.test.tsx (+1/-1),Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-viewer-internal-context.tsx | components/ui/pdf-viewer.tsx | public/r/pdf-anchor-target.json | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-internal-context.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
128,2026-06-16,2026-06-16T00:49:25+02:00,4dfefef,4dfefef0385c854abc279a3ab327fa4045cb1f84,refine viewer internals,Sacha Ichbiah,1,parent,104,8849,2356,11205,design: 14 files / 6988 LOC; registry ui: 14 files / 1325 LOC; components: 14 files / 1087 LOC; tests: 8 files / 769 LOC; components ui: 3 files / 551 LOC; registry json: 29 files / 136 LOC; docs: 1 files / 123 LOC; mdx-components.tsx: 1 files / 103 LOC,7,390,1264,1654,10,1899,PDF related; design notes; public types; registry output; tests; viewer composition; viewer entrypoint,components/ui/pdf-viewer.tsx (+1/-518) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+193/-287) | registry/new-york-v4/ui/pdf-viewer.tsx (+18/-426) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+132/-33) | tests/pdf-viewer.test.tsx (+115/-0) | design/pdf-viewer-viewport-registration-decision.md (+112/-0) | registry/new-york-v4/ui/pdf-viewer-viewport.tsx (+32/-0) | public/r/pdf-viewer.json (+15/-3) | registry/new-york-v4/ui/pdf-viewer-types.ts (+13/-0) | components/ui/pdf-viewer-content.tsx (+1/-0),Updated PDF tests. Regenerated registry JSON output. Files: components/ui/pdf-viewer-content.tsx | components/ui/pdf-viewer.tsx | design/pdf-viewer-viewport-registration-decision.md | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer-viewport.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,P2 large PDF core change; inspect if reverting beyond focused fix.
129,2026-06-16,2026-06-16T12:20:40+02:00,cb96687,cb9668797df56f572e55b34789d129d1a9506010,update viewer controls,Sacha Ichbiah,1,parent,226,19329,3392,22721,design: 17 files / 12336 LOC; registry ui: 53 files / 3445 LOC; tests: 44 files / 2106 LOC; registry json: 34 files / 1368 LOC; registry blocks: 17 files / 1120 LOC; registry.json: 1 files / 973 LOC; components: 21 files / 535 LOC; components ui: 17 files / 488 LOC,7,92,201,293,14,624,PDF related; benchmark; docs; loading / error states; public types; registry output; tests; thumbnail UI; viewer composition; viewer entrypoint,tests/pdf-viewer.test.tsx (+99/-60) | registry/new-york-v4/ui/pdf-viewer-context.tsx (+14/-100) | content/docs/viewers/pdf-viewer.mdx (+53/-43) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+38/-29) | registry/new-york-v4/ui/pdf-viewer.tsx (+32/-19) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+27/-21) | registry/new-york-v4/ui/pdf-viewer-viewport.tsx (+0/-32) | public/r/pdf-viewer.json (+7/-12) | registry/new-york-v4/ui/pdf-viewer-types.ts (+0/-13) | components/ui/pdf-viewer-states.tsx (+4/-4) | registry/new-york-v4/ui/pdf-viewer-states.tsx (+4/-4) | tests/pdf-viewer-interactions.test.tsx (+2/-2) | public/r/pdf-thumbnails-block.json (+2/-1) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+1/-1),Updated PDF tests. Regenerated registry JSON output. Updated PDF benchmark harness. Files: app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | components/ui/pdf-viewer-states.tsx | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-context.tsx | registry/new-york-v4/ui/pdf-viewer-states.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer-viewport.tsx | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer-interactions.test.tsx | tests/pdf-viewer.test.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
130,2026-06-16,2026-06-16T12:29:17+02:00,977f3c5,977f3c5346a892e860d5ff5bfbd4e589afc7764a,update blocks,Sacha Ichbiah,1,parent,10,888,128,1016,design: 2 files / 810 LOC; docs: 4 files / 133 LOC; registry blocks: 2 files / 65 LOC; components: 2 files / 8 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
131,2026-06-16,2026-06-16T12:29:58+02:00,4f629c8,4f629c86d58c7813c5e223eae6f429143a88297d,update viewer architecture,Sacha Ichbiah,1,parent,2,20,17,37,tests: 1 files / 25 LOC; registry blocks: 1 files / 12 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
132,2026-06-16,2026-06-16T12:39:22+02:00,cd4092a,cd4092ab0cc40e2d292ad09624dd3706b0412395,fix json-table header alignment; commit working tree,Sacha Ichbiah,1,parent,14,547,48,595,registry blocks: 7 files / 311 LOC; tests: 2 files / 215 LOC; docs: 1 files / 38 LOC; components: 2 files / 27 LOC; registry json: 2 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
